scene_key,label,collision_timestep,source_file,adv_idx
scene-0546_ego_0_ctrl_[9]_0,0,-1,/mnt/h/trajectory_apr11/Apr11_relaxed_all_archives/extracted_Apr11_relaxed_all_ego0/Apr11_relaxed_all/ego0/case3_ego0_p0_StrivePolicy_trajdata/data.hdf5,9
scene-0573_ego_0_ctrl_[9]_0,0,-1,/mnt/h/trajectory_apr11/Apr11_relaxed_all_archives/extracted_Apr11_relaxed_all_ego0/Apr11_relaxed_all/ego0/case3_ego0_p0_StrivePolicy_trajdata/data.hdf5,9
scene-0574_ego_0_ctrl_[2]_0,0,-1,/mnt/h/trajectory_apr11/Apr11_relaxed_all_archives/extracted_Apr11_relaxed_all_ego0/Apr11_relaxed_all/ego0/case3_ego0_p0_StrivePolicy_trajdata/data.hdf5,2
scene-0575_ego_0_ctrl_[1]_0,0,-1,/mnt/h/trajectory_apr11/Apr11_relaxed_all_archives/extracted_Apr11_relaxed_all_ego0/Apr11_relaxed_all/ego0/case3_ego0_p0_StrivePolicy_trajdata/data.hdf5,1
scene-0576_ego_0_ctrl_[2]_0,0,-1,/mnt/h/trajectory_apr11/Apr11_relaxed_all_archives/extracted_Apr11_relaxed_all_ego0/Apr11_relaxed_all/ego0/case3_ego0_p0_StrivePolicy_trajdata/data.hdf5,2
scene-0586_ego_0_ctrl_[4]_0,1,69,/mnt/h/trajectory_apr11/Apr11_relaxed_all_archives/extracted_Apr11_relaxed_all_ego0/Apr11_relaxed_all/ego0/case3_ego0_p0_StrivePolicy_trajdata/data.hdf5,4
scene-0587_ego_0_ctrl_[12]_0,0,-1,/mnt/h/trajectory_apr11/Apr11_relaxed_all_archives/extracted_Apr11_relaxed_all_ego0/Apr11_relaxed_all/ego0/case3_ego0_p0_StrivePolicy_trajdata/data.hdf5,12
scene-0590_ego_0_ctrl_[4]_0,0,-1,/mnt/h/trajectory_apr11/Apr11_relaxed_all_archives/extracted_Apr11_relaxed_all_ego0/Apr11_relaxed_all/ego0/case3_ego0_p0_StrivePolicy_trajdata/data.hdf5,4
scene-0591_ego_0_ctrl_[1]_0,1,60,/mnt/h/trajectory_apr11/Apr11_relaxed_all_archives/extracted_Apr11_relaxed_all_ego0/Apr11_relaxed_all/ego0/case3_ego0_p0_StrivePolicy_trajdata/data.hdf5,1
scene-0592_ego_0_ctrl_[14]_0,0,-1,/mnt/h/trajectory_apr11/Apr11_relaxed_all_archives/extracted_Apr11_relaxed_all_ego0/Apr11_relaxed_all/ego0/case3_ego0_p0_StrivePolicy_trajdata/data.hdf5,14
scene-0593_ego_0_ctrl_[12]_0,1,27,/mnt/h/trajectory_apr11/Apr11_relaxed_all_archives/extracted_Apr11_relaxed_all_ego0/Apr11_relaxed_all/ego0/case3_ego0_p0_StrivePolicy_trajdata/data.hdf5,12
scene-0594_ego_0_ctrl_[10]_0,0,-1,/mnt/h/trajectory_apr11/Apr11_relaxed_all_archives/extracted_Apr11_relaxed_all_ego0/Apr11_relaxed_all/ego0/case3_ego0_p0_StrivePolicy_trajdata/data.hdf5,10
scene-0596_ego_0_ctrl_[20]_0,0,-1,/mnt/h/trajectory_apr11/Apr11_relaxed_all_archives/extracted_Apr11_relaxed_all_ego0/Apr11_relaxed_all/ego0/case3_ego0_p0_StrivePolicy_trajdata/data.hdf5,20
scene-0639_ego_0_ctrl_[6]_0,1,44,/mnt/h/trajectory_apr11/Apr11_relaxed_all_archives/extracted_Apr11_relaxed_all_ego0/Apr11_relaxed_all/ego0/case3_ego0_p0_StrivePolicy_trajdata/data.hdf5,6
scene-0642_ego_0_ctrl_[3]_0,0,-1,/mnt/h/trajectory_apr11/Apr11_relaxed_all_archives/extracted_Apr11_relaxed_all_ego0/Apr11_relaxed_all/ego0/case3_ego0_p0_StrivePolicy_trajdata/data.hdf5,3
scene-0646_ego_0_ctrl_[2]_0,0,-1,/mnt/h/trajectory_apr11/Apr11_relaxed_all_archives/extracted_Apr11_relaxed_all_ego0/Apr11_relaxed_all/ego0/case3_ego0_p0_StrivePolicy_trajdata/data.hdf5,2
scene-0647_ego_0_ctrl_[1]_0,0,-1,/mnt/h/trajectory_apr11/Apr11_relaxed_all_archives/extracted_Apr11_relaxed_all_ego0/Apr11_relaxed_all/ego0/case3_ego0_p0_StrivePolicy_trajdata/data.hdf5,1
scene-0648_ego_0_ctrl_[2]_0,0,-1,/mnt/h/trajectory_apr11/Apr11_relaxed_all_archives/extracted_Apr11_relaxed_all_ego0/Apr11_relaxed_all/ego0/case3_ego0_p0_StrivePolicy_trajdata/data.hdf5,2
scene-0650_ego_0_ctrl_[11]_0,0,-1,/mnt/h/trajectory_apr11/Apr11_relaxed_all_archives/extracted_Apr11_relaxed_all_ego0/Apr11_relaxed_all/ego0/case3_ego0_p0_StrivePolicy_trajdata/data.hdf5,11
scene-0652_ego_0_ctrl_[4]_0,1,7,/mnt/h/trajectory_apr11/Apr11_relaxed_all_archives/extracted_Apr11_relaxed_all_ego0/Apr11_relaxed_all/ego0/case3_ego0_p0_StrivePolicy_trajdata/data.hdf5,4
scene-0315_ego_0_ctrl_[1]_0,0,-1,/mnt/h/trajectory_apr11/Apr11_relaxed_all_archives/extracted_Apr11_relaxed_all_ego0/Apr11_relaxed_all/ego0/case3_ego0_p1_StrivePolicy_trajdata/data.hdf5,1
scene-0653_ego_0_ctrl_[2]_0,1,68,/mnt/h/trajectory_apr11/Apr11_relaxed_all_archives/extracted_Apr11_relaxed_all_ego0/Apr11_relaxed_all/ego0/case3_ego0_p1_StrivePolicy_trajdata/data.hdf5,2
scene-0654_ego_0_ctrl_[4]_0,0,-1,/mnt/h/trajectory_apr11/Apr11_relaxed_all_archives/extracted_Apr11_relaxed_all_ego0/Apr11_relaxed_all/ego0/case3_ego0_p1_StrivePolicy_trajdata/data.hdf5,4
scene-0655_ego_0_ctrl_[6]_0,0,-1,/mnt/h/trajectory_apr11/Apr11_relaxed_all_archives/extracted_Apr11_relaxed_all_ego0/Apr11_relaxed_all/ego0/case3_ego0_p1_StrivePolicy_trajdata/data.hdf5,6
scene-0656_ego_0_ctrl_[4]_0,0,-1,/mnt/h/trajectory_apr11/Apr11_relaxed_all_archives/extracted_Apr11_relaxed_all_ego0/Apr11_relaxed_all/ego0/case3_ego0_p1_StrivePolicy_trajdata/data.hdf5,4
scene-0657_ego_0_ctrl_[2]_0,0,-1,/mnt/h/trajectory_apr11/Apr11_relaxed_all_archives/extracted_Apr11_relaxed_all_ego0/Apr11_relaxed_all/ego0/case3_ego0_p1_StrivePolicy_trajdata/data.hdf5,2
scene-0658_ego_0_ctrl_[8]_0,0,-1,/mnt/h/trajectory_apr11/Apr11_relaxed_all_archives/extracted_Apr11_relaxed_all_ego0/Apr11_relaxed_all/ego0/case3_ego0_p1_StrivePolicy_trajdata/data.hdf5,8
scene-0659_ego_0_ctrl_[15]_0,0,-1,/mnt/h/trajectory_apr11/Apr11_relaxed_all_archives/extracted_Apr11_relaxed_all_ego0/Apr11_relaxed_all/ego0/case3_ego0_p1_StrivePolicy_trajdata/data.hdf5,15
scene-0660_ego_0_ctrl_[1]_0,0,-1,/mnt/h/trajectory_apr11/Apr11_relaxed_all_archives/extracted_Apr11_relaxed_all_ego0/Apr11_relaxed_all/ego0/case3_ego0_p1_StrivePolicy_trajdata/data.hdf5,1
scene-0661_ego_0_ctrl_[2]_0,0,-1,/mnt/h/trajectory_apr11/Apr11_relaxed_all_archives/extracted_Apr11_relaxed_all_ego0/Apr11_relaxed_all/ego0/case3_ego0_p1_StrivePolicy_trajdata/data.hdf5,2
scene-0662_ego_0_ctrl_[3]_0,0,-1,/mnt/h/trajectory_apr11/Apr11_relaxed_all_archives/extracted_Apr11_relaxed_all_ego0/Apr11_relaxed_all/ego0/case3_ego0_p1_StrivePolicy_trajdata/data.hdf5,3
scene-0665_ego_0_ctrl_[12]_0,0,-1,/mnt/h/trajectory_apr11/Apr11_relaxed_all_archives/extracted_Apr11_relaxed_all_ego0/Apr11_relaxed_all/ego0/case3_ego0_p1_StrivePolicy_trajdata/data.hdf5,12
scene-0666_ego_0_ctrl_[8]_0,0,-1,/mnt/h/trajectory_apr11/Apr11_relaxed_all_archives/extracted_Apr11_relaxed_all_ego0/Apr11_relaxed_all/ego0/case3_ego0_p1_StrivePolicy_trajdata/data.hdf5,8
scene-0667_ego_0_ctrl_[6]_0,1,83,/mnt/h/trajectory_apr11/Apr11_relaxed_all_archives/extracted_Apr11_relaxed_all_ego0/Apr11_relaxed_all/ego0/case3_ego0_p1_StrivePolicy_trajdata/data.hdf5,6
scene-0668_ego_0_ctrl_[13]_0,0,-1,/mnt/h/trajectory_apr11/Apr11_relaxed_all_archives/extracted_Apr11_relaxed_all_ego0/Apr11_relaxed_all/ego0/case3_ego0_p1_StrivePolicy_trajdata/data.hdf5,13
scene-0669_ego_0_ctrl_[6]_0,0,-1,/mnt/h/trajectory_apr11/Apr11_relaxed_all_archives/extracted_Apr11_relaxed_all_ego0/Apr11_relaxed_all/ego0/case3_ego0_p1_StrivePolicy_trajdata/data.hdf5,6
scene-0670_ego_0_ctrl_[9]_0,0,-1,/mnt/h/trajectory_apr11/Apr11_relaxed_all_archives/extracted_Apr11_relaxed_all_ego0/Apr11_relaxed_all/ego0/case3_ego0_p1_StrivePolicy_trajdata/data.hdf5,9
scene-0671_ego_0_ctrl_[6]_0,1,75,/mnt/h/trajectory_apr11/Apr11_relaxed_all_archives/extracted_Apr11_relaxed_all_ego0/Apr11_relaxed_all/ego0/case3_ego0_p1_StrivePolicy_trajdata/data.hdf5,6
scene-0672_ego_0_ctrl_[5]_0,0,-1,/mnt/h/trajectory_apr11/Apr11_relaxed_all_archives/extracted_Apr11_relaxed_all_ego0/Apr11_relaxed_all/ego0/case3_ego0_p1_StrivePolicy_trajdata/data.hdf5,5
scene-0673_ego_0_ctrl_[3]_0,1,54,/mnt/h/trajectory_apr11/Apr11_relaxed_all_archives/extracted_Apr11_relaxed_all_ego0/Apr11_relaxed_all/ego0/case3_ego0_p1_StrivePolicy_trajdata/data.hdf5,3
scene-0674_ego_0_ctrl_[4]_0,0,-1,/mnt/h/trajectory_apr11/Apr11_relaxed_all_archives/extracted_Apr11_relaxed_all_ego0/Apr11_relaxed_all/ego0/case3_ego0_p1_StrivePolicy_trajdata/data.hdf5,4
scene-0675_ego_0_ctrl_[1]_0,0,-1,/mnt/h/trajectory_apr11/Apr11_relaxed_all_archives/extracted_Apr11_relaxed_all_ego0/Apr11_relaxed_all/ego0/case3_ego0_p1_StrivePolicy_trajdata/data.hdf5,1
scene-0676_ego_0_ctrl_[9]_0,0,-1,/mnt/h/trajectory_apr11/Apr11_relaxed_all_archives/extracted_Apr11_relaxed_all_ego0/Apr11_relaxed_all/ego0/case3_ego0_p1_StrivePolicy_trajdata/data.hdf5,9
scene-0677_ego_0_ctrl_[8]_0,1,67,/mnt/h/trajectory_apr11/Apr11_relaxed_all_archives/extracted_Apr11_relaxed_all_ego0/Apr11_relaxed_all/ego0/case3_ego0_p1_StrivePolicy_trajdata/data.hdf5,8
scene-0678_ego_0_ctrl_[11]_0,0,-1,/mnt/h/trajectory_apr11/Apr11_relaxed_all_archives/extracted_Apr11_relaxed_all_ego0/Apr11_relaxed_all/ego0/case3_ego0_p1_StrivePolicy_trajdata/data.hdf5,11
scene-0679_ego_0_ctrl_[12]_0,0,-1,/mnt/h/trajectory_apr11/Apr11_relaxed_all_archives/extracted_Apr11_relaxed_all_ego0/Apr11_relaxed_all/ego0/case3_ego0_p1_StrivePolicy_trajdata/data.hdf5,12
scene-0684_ego_0_ctrl_[13]_0,0,-1,/mnt/h/trajectory_apr11/Apr11_relaxed_all_archives/extracted_Apr11_relaxed_all_ego0/Apr11_relaxed_all/ego0/case3_ego0_p1_StrivePolicy_trajdata/data.hdf5,13
scene-0685_ego_0_ctrl_[8]_0,0,-1,/mnt/h/trajectory_apr11/Apr11_relaxed_all_archives/extracted_Apr11_relaxed_all_ego0/Apr11_relaxed_all/ego0/case3_ego0_p1_StrivePolicy_trajdata/data.hdf5,8
scene-0686_ego_0_ctrl_[2]_0,0,-1,/mnt/h/trajectory_apr11/Apr11_relaxed_all_archives/extracted_Apr11_relaxed_all_ego0/Apr11_relaxed_all/ego0/case3_ego0_p1_StrivePolicy_trajdata/data.hdf5,2
scene-0687_ego_0_ctrl_[2]_0,0,-1,/mnt/h/trajectory_apr11/Apr11_relaxed_all_archives/extracted_Apr11_relaxed_all_ego0/Apr11_relaxed_all/ego0/case3_ego0_p1_StrivePolicy_trajdata/data.hdf5,2
scene-0688_ego_0_ctrl_[5]_0,1,32,/mnt/h/trajectory_apr11/Apr11_relaxed_all_archives/extracted_Apr11_relaxed_all_ego0/Apr11_relaxed_all/ego0/case3_ego0_p1_StrivePolicy_trajdata/data.hdf5,5
scene-0695_ego_0_ctrl_[5]_0,0,-1,/mnt/h/trajectory_apr11/Apr11_relaxed_all_archives/extracted_Apr11_relaxed_all_ego0/Apr11_relaxed_all/ego0/case3_ego0_p1_StrivePolicy_trajdata/data.hdf5,5
scene-0696_ego_0_ctrl_[19]_0,0,-1,/mnt/h/trajectory_apr11/Apr11_relaxed_all_archives/extracted_Apr11_relaxed_all_ego0/Apr11_relaxed_all/ego0/case3_ego0_p1_StrivePolicy_trajdata/data.hdf5,19
scene-0697_ego_0_ctrl_[3]_0,0,-1,/mnt/h/trajectory_apr11/Apr11_relaxed_all_archives/extracted_Apr11_relaxed_all_ego0/Apr11_relaxed_all/ego0/case3_ego0_p1_StrivePolicy_trajdata/data.hdf5,3
scene-0698_ego_0_ctrl_[2]_0,1,79,/mnt/h/trajectory_apr11/Apr11_relaxed_all_archives/extracted_Apr11_relaxed_all_ego0/Apr11_relaxed_all/ego0/case3_ego0_p1_StrivePolicy_trajdata/data.hdf5,2
scene-0700_ego_0_ctrl_[15]_0,1,90,/mnt/h/trajectory_apr11/Apr11_relaxed_all_archives/extracted_Apr11_relaxed_all_ego0/Apr11_relaxed_all/ego0/case3_ego0_p1_StrivePolicy_trajdata/data.hdf5,15
scene-0701_ego_0_ctrl_[12]_0,0,-1,/mnt/h/trajectory_apr11/Apr11_relaxed_all_archives/extracted_Apr11_relaxed_all_ego0/Apr11_relaxed_all/ego0/case3_ego0_p1_StrivePolicy_trajdata/data.hdf5,12
scene-0703_ego_0_ctrl_[9]_0,0,-1,/mnt/h/trajectory_apr11/Apr11_relaxed_all_archives/extracted_Apr11_relaxed_all_ego0/Apr11_relaxed_all/ego0/case3_ego0_p1_StrivePolicy_trajdata/data.hdf5,9
scene-0704_ego_0_ctrl_[9]_0,1,42,/mnt/h/trajectory_apr11/Apr11_relaxed_all_archives/extracted_Apr11_relaxed_all_ego0/Apr11_relaxed_all/ego0/case3_ego0_p1_StrivePolicy_trajdata/data.hdf5,9
scene-0705_ego_0_ctrl_[3]_0,0,-1,/mnt/h/trajectory_apr11/Apr11_relaxed_all_archives/extracted_Apr11_relaxed_all_ego0/Apr11_relaxed_all/ego0/case3_ego0_p1_StrivePolicy_trajdata/data.hdf5,3
scene-0706_ego_0_ctrl_[7]_0,1,92,/mnt/h/trajectory_apr11/Apr11_relaxed_all_archives/extracted_Apr11_relaxed_all_ego0/Apr11_relaxed_all/ego0/case3_ego0_p1_StrivePolicy_trajdata/data.hdf5,7
scene-0707_ego_0_ctrl_[3]_0,0,-1,/mnt/h/trajectory_apr11/Apr11_relaxed_all_archives/extracted_Apr11_relaxed_all_ego0/Apr11_relaxed_all/ego0/case3_ego0_p1_StrivePolicy_trajdata/data.hdf5,3
scene-0708_ego_0_ctrl_[12]_0,1,55,/mnt/h/trajectory_apr11/Apr11_relaxed_all_archives/extracted_Apr11_relaxed_all_ego0/Apr11_relaxed_all/ego0/case3_ego0_p1_StrivePolicy_trajdata/data.hdf5,12
scene-0709_ego_0_ctrl_[21]_0,1,48,/mnt/h/trajectory_apr11/Apr11_relaxed_all_archives/extracted_Apr11_relaxed_all_ego0/Apr11_relaxed_all/ego0/case3_ego0_p1_StrivePolicy_trajdata/data.hdf5,21
scene-0710_ego_0_ctrl_[10]_0,1,64,/mnt/h/trajectory_apr11/Apr11_relaxed_all_archives/extracted_Apr11_relaxed_all_ego0/Apr11_relaxed_all/ego0/case3_ego0_p1_StrivePolicy_trajdata/data.hdf5,10
scene-0711_ego_0_ctrl_[1]_0,1,47,/mnt/h/trajectory_apr11/Apr11_relaxed_all_archives/extracted_Apr11_relaxed_all_ego0/Apr11_relaxed_all/ego0/case3_ego0_p1_StrivePolicy_trajdata/data.hdf5,1
scene-0712_ego_0_ctrl_[13]_0,0,-1,/mnt/h/trajectory_apr11/Apr11_relaxed_all_archives/extracted_Apr11_relaxed_all_ego0/Apr11_relaxed_all/ego0/case3_ego0_p1_StrivePolicy_trajdata/data.hdf5,13
scene-0713_ego_0_ctrl_[7]_0,0,-1,/mnt/h/trajectory_apr11/Apr11_relaxed_all_archives/extracted_Apr11_relaxed_all_ego0/Apr11_relaxed_all/ego0/case3_ego0_p1_StrivePolicy_trajdata/data.hdf5,7
scene-0714_ego_0_ctrl_[6]_0,0,-1,/mnt/h/trajectory_apr11/Apr11_relaxed_all_archives/extracted_Apr11_relaxed_all_ego0/Apr11_relaxed_all/ego0/case3_ego0_p1_StrivePolicy_trajdata/data.hdf5,6
scene-0717_ego_0_ctrl_[10]_0,1,76,/mnt/h/trajectory_apr11/Apr11_relaxed_all_archives/extracted_Apr11_relaxed_all_ego0/Apr11_relaxed_all/ego0/case3_ego0_p1_StrivePolicy_trajdata/data.hdf5,10
scene-0718_ego_0_ctrl_[4]_0,0,-1,/mnt/h/trajectory_apr11/Apr11_relaxed_all_archives/extracted_Apr11_relaxed_all_ego0/Apr11_relaxed_all/ego0/case3_ego0_p1_StrivePolicy_trajdata/data.hdf5,4
scene-0726_ego_0_ctrl_[4]_0,0,-1,/mnt/h/trajectory_apr11/Apr11_relaxed_all_archives/extracted_Apr11_relaxed_all_ego0/Apr11_relaxed_all/ego0/case3_ego0_p1_StrivePolicy_trajdata/data.hdf5,4
scene-0727_ego_0_ctrl_[7]_0,0,-1,/mnt/h/trajectory_apr11/Apr11_relaxed_all_archives/extracted_Apr11_relaxed_all_ego0/Apr11_relaxed_all/ego0/case3_ego0_p1_StrivePolicy_trajdata/data.hdf5,7
scene-0728_ego_0_ctrl_[1]_0,0,-1,/mnt/h/trajectory_apr11/Apr11_relaxed_all_archives/extracted_Apr11_relaxed_all_ego0/Apr11_relaxed_all/ego0/case3_ego0_p1_StrivePolicy_trajdata/data.hdf5,1
scene-0730_ego_0_ctrl_[3]_0,1,55,/mnt/h/trajectory_apr11/Apr11_relaxed_all_archives/extracted_Apr11_relaxed_all_ego0/Apr11_relaxed_all/ego0/case3_ego0_p1_StrivePolicy_trajdata/data.hdf5,3
scene-0731_ego_0_ctrl_[14]_0,0,-1,/mnt/h/trajectory_apr11/Apr11_relaxed_all_archives/extracted_Apr11_relaxed_all_ego0/Apr11_relaxed_all/ego0/case3_ego0_p1_StrivePolicy_trajdata/data.hdf5,14
scene-0735_ego_0_ctrl_[3]_0,1,47,/mnt/h/trajectory_apr11/Apr11_relaxed_all_archives/extracted_Apr11_relaxed_all_ego0/Apr11_relaxed_all/ego0/case3_ego0_p1_StrivePolicy_trajdata/data.hdf5,3
scene-0736_ego_0_ctrl_[15]_0,0,-1,/mnt/h/trajectory_apr11/Apr11_relaxed_all_archives/extracted_Apr11_relaxed_all_ego0/Apr11_relaxed_all/ego0/case3_ego0_p1_StrivePolicy_trajdata/data.hdf5,15
scene-0737_ego_0_ctrl_[8]_0,0,-1,/mnt/h/trajectory_apr11/Apr11_relaxed_all_archives/extracted_Apr11_relaxed_all_ego0/Apr11_relaxed_all/ego0/case3_ego0_p1_StrivePolicy_trajdata/data.hdf5,8
scene-0738_ego_0_ctrl_[6]_0,0,-1,/mnt/h/trajectory_apr11/Apr11_relaxed_all_archives/extracted_Apr11_relaxed_all_ego0/Apr11_relaxed_all/ego0/case3_ego0_p1_StrivePolicy_trajdata/data.hdf5,6
scene-0739_ego_0_ctrl_[5]_0,0,-1,/mnt/h/trajectory_apr11/Apr11_relaxed_all_archives/extracted_Apr11_relaxed_all_ego0/Apr11_relaxed_all/ego0/case3_ego0_p1_StrivePolicy_trajdata/data.hdf5,5
scene-0740_ego_0_ctrl_[4]_0,0,-1,/mnt/h/trajectory_apr11/Apr11_relaxed_all_archives/extracted_Apr11_relaxed_all_ego0/Apr11_relaxed_all/ego0/case3_ego0_p1_StrivePolicy_trajdata/data.hdf5,4
scene-0741_ego_0_ctrl_[16]_0,1,51,/mnt/h/trajectory_apr11/Apr11_relaxed_all_archives/extracted_Apr11_relaxed_all_ego0/Apr11_relaxed_all/ego0/case3_ego0_p1_StrivePolicy_trajdata/data.hdf5,16
scene-0744_ego_0_ctrl_[2]_0,0,-1,/mnt/h/trajectory_apr11/Apr11_relaxed_all_archives/extracted_Apr11_relaxed_all_ego0/Apr11_relaxed_all/ego0/case3_ego0_p1_StrivePolicy_trajdata/data.hdf5,2
scene-0746_ego_0_ctrl_[6]_0,0,-1,/mnt/h/trajectory_apr11/Apr11_relaxed_all_archives/extracted_Apr11_relaxed_all_ego0/Apr11_relaxed_all/ego0/case3_ego0_p1_StrivePolicy_trajdata/data.hdf5,6
scene-0750_ego_0_ctrl_[5]_0,0,-1,/mnt/h/trajectory_apr11/Apr11_relaxed_all_archives/extracted_Apr11_relaxed_all_ego0/Apr11_relaxed_all/ego0/case3_ego0_p1_StrivePolicy_trajdata/data.hdf5,5
scene-0751_ego_0_ctrl_[4]_0,1,44,/mnt/h/trajectory_apr11/Apr11_relaxed_all_archives/extracted_Apr11_relaxed_all_ego0/Apr11_relaxed_all/ego0/case3_ego0_p1_StrivePolicy_trajdata/data.hdf5,4
scene-0752_ego_0_ctrl_[24]_0,0,-1,/mnt/h/trajectory_apr11/Apr11_relaxed_all_archives/extracted_Apr11_relaxed_all_ego0/Apr11_relaxed_all/ego0/case3_ego0_p1_StrivePolicy_trajdata/data.hdf5,24
scene-0757_ego_0_ctrl_[2]_0,0,-1,/mnt/h/trajectory_apr11/Apr11_relaxed_all_archives/extracted_Apr11_relaxed_all_ego0/Apr11_relaxed_all/ego0/case3_ego0_p1_StrivePolicy_trajdata/data.hdf5,2
scene-0761_ego_0_ctrl_[4]_0,0,-1,/mnt/h/trajectory_apr11/Apr11_relaxed_all_archives/extracted_Apr11_relaxed_all_ego0/Apr11_relaxed_all/ego0/case3_ego0_p1_StrivePolicy_trajdata/data.hdf5,4
scene-0762_ego_0_ctrl_[4]_0,0,-1,/mnt/h/trajectory_apr11/Apr11_relaxed_all_archives/extracted_Apr11_relaxed_all_ego0/Apr11_relaxed_all/ego0/case3_ego0_p1_StrivePolicy_trajdata/data.hdf5,4
scene-0763_ego_0_ctrl_[1]_0,0,-1,/mnt/h/trajectory_apr11/Apr11_relaxed_all_archives/extracted_Apr11_relaxed_all_ego0/Apr11_relaxed_all/ego0/case3_ego0_p1_StrivePolicy_trajdata/data.hdf5,1
scene-0764_ego_0_ctrl_[5]_0,1,43,/mnt/h/trajectory_apr11/Apr11_relaxed_all_archives/extracted_Apr11_relaxed_all_ego0/Apr11_relaxed_all/ego0/case3_ego0_p1_StrivePolicy_trajdata/data.hdf5,5
scene-0767_ego_0_ctrl_[17]_0,0,-1,/mnt/h/trajectory_apr11/Apr11_relaxed_all_archives/extracted_Apr11_relaxed_all_ego0/Apr11_relaxed_all/ego0/case3_ego0_p1_StrivePolicy_trajdata/data.hdf5,17
scene-0768_ego_0_ctrl_[1]_0,1,63,/mnt/h/trajectory_apr11/Apr11_relaxed_all_archives/extracted_Apr11_relaxed_all_ego0/Apr11_relaxed_all/ego0/case3_ego0_p1_StrivePolicy_trajdata/data.hdf5,1
scene-0769_ego_0_ctrl_[14]_0,0,-1,/mnt/h/trajectory_apr11/Apr11_relaxed_all_archives/extracted_Apr11_relaxed_all_ego0/Apr11_relaxed_all/ego0/case3_ego0_p1_StrivePolicy_trajdata/data.hdf5,14
scene-0804_ego_0_ctrl_[11]_0,0,-1,/mnt/h/trajectory_apr11/Apr11_relaxed_all_archives/extracted_Apr11_relaxed_all_ego0/Apr11_relaxed_all/ego0/case3_ego0_p1_StrivePolicy_trajdata/data.hdf5,11
scene-0806_ego_0_ctrl_[10]_0,0,-1,/mnt/h/trajectory_apr11/Apr11_relaxed_all_archives/extracted_Apr11_relaxed_all_ego0/Apr11_relaxed_all/ego0/case3_ego0_p1_StrivePolicy_trajdata/data.hdf5,10
scene-0809_ego_0_ctrl_[11]_0,1,56,/mnt/h/trajectory_apr11/Apr11_relaxed_all_archives/extracted_Apr11_relaxed_all_ego0/Apr11_relaxed_all/ego0/case3_ego0_p1_StrivePolicy_trajdata/data.hdf5,11
scene-0810_ego_0_ctrl_[2]_0,1,30,/mnt/h/trajectory_apr11/Apr11_relaxed_all_archives/extracted_Apr11_relaxed_all_ego0/Apr11_relaxed_all/ego0/case3_ego0_p1_StrivePolicy_trajdata/data.hdf5,2
scene-0811_ego_0_ctrl_[1]_0,0,-1,/mnt/h/trajectory_apr11/Apr11_relaxed_all_archives/extracted_Apr11_relaxed_all_ego0/Apr11_relaxed_all/ego0/case3_ego0_p1_StrivePolicy_trajdata/data.hdf5,1
scene-0812_ego_0_ctrl_[11]_0,0,-1,/mnt/h/trajectory_apr11/Apr11_relaxed_all_archives/extracted_Apr11_relaxed_all_ego0/Apr11_relaxed_all/ego0/case3_ego0_p1_StrivePolicy_trajdata/data.hdf5,11
scene-0816_ego_0_ctrl_[7]_0,0,-1,/mnt/h/trajectory_apr11/Apr11_relaxed_all_archives/extracted_Apr11_relaxed_all_ego0/Apr11_relaxed_all/ego0/case3_ego0_p1_StrivePolicy_trajdata/data.hdf5,7
scene-0821_ego_0_ctrl_[7]_0,1,88,/mnt/h/trajectory_apr11/Apr11_relaxed_all_archives/extracted_Apr11_relaxed_all_ego0/Apr11_relaxed_all/ego0/case3_ego0_p1_StrivePolicy_trajdata/data.hdf5,7
scene-0822_ego_0_ctrl_[6]_0,0,-1,/mnt/h/trajectory_apr11/Apr11_relaxed_all_archives/extracted_Apr11_relaxed_all_ego0/Apr11_relaxed_all/ego0/case3_ego0_p1_StrivePolicy_trajdata/data.hdf5,6
scene-0870_ego_0_ctrl_[10]_0,0,-1,/mnt/h/trajectory_apr11/Apr11_relaxed_all_archives/extracted_Apr11_relaxed_all_ego0/Apr11_relaxed_all/ego0/case3_ego0_p1_StrivePolicy_trajdata/data.hdf5,10
scene-0871_ego_0_ctrl_[12]_0,0,-1,/mnt/h/trajectory_apr11/Apr11_relaxed_all_archives/extracted_Apr11_relaxed_all_ego0/Apr11_relaxed_all/ego0/case3_ego0_p1_StrivePolicy_trajdata/data.hdf5,12
scene-0872_ego_0_ctrl_[8]_0,1,48,/mnt/h/trajectory_apr11/Apr11_relaxed_all_archives/extracted_Apr11_relaxed_all_ego0/Apr11_relaxed_all/ego0/case3_ego0_p1_StrivePolicy_trajdata/data.hdf5,8
scene-0873_ego_0_ctrl_[17]_0,1,25,/mnt/h/trajectory_apr11/Apr11_relaxed_all_archives/extracted_Apr11_relaxed_all_ego0/Apr11_relaxed_all/ego0/case3_ego0_p1_StrivePolicy_trajdata/data.hdf5,17
scene-0877_ego_0_ctrl_[6]_0,0,-1,/mnt/h/trajectory_apr11/Apr11_relaxed_all_archives/extracted_Apr11_relaxed_all_ego0/Apr11_relaxed_all/ego0/case3_ego0_p1_StrivePolicy_trajdata/data.hdf5,6
scene-0884_ego_0_ctrl_[9]_0,0,-1,/mnt/h/trajectory_apr11/Apr11_relaxed_all_archives/extracted_Apr11_relaxed_all_ego0/Apr11_relaxed_all/ego0/case3_ego0_p1_StrivePolicy_trajdata/data.hdf5,9
